"state_code","source","name","ward_code","category","subtype","management","education","poi_type","global_id","id","no_of_teachers","no_of_students","Geometry"
"EK","GRID","Bradford Assda Group Of Schools","EKSADO12","Tertiary","Standard","Private","Formal","School","c99f3686-d808-4ad1-a3ab-a812499b2f83","u_fc_poi_school.84796",,,"POINT (5.2302633 7.65593)"
"GO","OSGOF","Government Technical College Garin Jarma","GMSAKK08","Tertiary","Adult Education","Public","Formal","School","ca917b59-2d72-4785-8e6e-47af1aa6c398","u_fc_poi_school.85194",,,"POINT (11.19918 10.04002)"
"CR","NMIS","Egre Egede Memorial College Nkpakna Ogoja","CRSGGJ09","Tertiary","Adult Education","Private","Formal","School","cb7b473a-e9fc-41bd-9168-9e49aeeb921d","u_fc_poi_school.85594",,,"POINT (8.626859 6.421278)"
"EK","GRID","Honeyx International School And Diamond College","EKSADO12","Tertiary","Standard","Private","Formal","School","cbc1895d-a050-48c6-aae0-b166f64c851a","u_fc_poi_school.85724",,,"POINT (5.248315 7.6627367)"
"CR","GRID","Steady Flow University","CRSKMM04","Tertiary","University","Private","Formal","School","cbc413ab-b712-4f20-a07a-908f340e6142","u_fc_poi_school.85729",,,"POINT (8.673285 6.0897133)"
"EK","GRID","Prestigious Gods Schools","EKSIDO07","Tertiary","Standard","Private","Formal","School","cc4641a1-4fd4-4725-a7ac-513ed826216d","u_fc_poi_school.85936","6","50","POINT (5.2394183 7.7889833)"
"ED","Proxy Logistics","Cocoa Research Institution of Nigeria","EDSSGD05","Tertiary","Adult Education","Federal Government","Formal","School","cc6ab671-74ef-492e-9068-45020dcaa8d4","u_fc_poi_school.85986",,,"POINT (5.9807719 6.8227689)"
"GO","GRID","Alhidayah Academy Gombe","GMSGME06","Tertiary","Standard","Public","Formal","School","ccf82845-1784-4172-a1a2-fe79c5862b62","u_fc_poi_school.86227",,,"POINT (11.16804 10.2898517)"
"IM","NMIS","Advanced Secretarial College","IMSKED04","Tertiary","Adult Education","Public","Formal","School","cd12b0e4-917a-4ff9-a571-387b35f83e4d","u_fc_poi_school.86267",,,"POINT (7.201 5.500774)"
"AK","NMIS","Social Dev Edu info Youth and Sport","AKSAFG08","Tertiary","Adult Education","Public","Formal","School","cd1a53a3-5614-4a7d-879a-aea531c069bf","u_fc_poi_school.86285",,,"POINT (7.889293 4.857471)"
"GO","GRID","Aljambawi Science Academy Gombe","GMSGME11","Tertiary","Standard","Public","Formal","School","cda21004-7551-4184-b441-cedb9f152ed9","u_fc_poi_school.86507",,,"POINT (11.17767 10.2992717)"
"EN","NMIS","Technical College Obe","ENSAGN07","Tertiary","Adult Education","Public","Formal","School","ce347209-b2cc-452c-aace-1ee88b5bfbe7","u_fc_poi_school.86730",,,"POINT (7.511081 6.312753)"
"KT","NMIS","Sayau Dangado Islamiya","43110","Tertiary","Adult Education","Public","Religious","School","cecc16e7-3cb9-40ae-824f-2528f889a4f7","u_fc_poi_school.86971",,,"POINT (7.0278114 11.3444996)"
"EK","GRID","Toluwani Group Of Schools","EKSADO02","Tertiary","Standard","Private","Formal","School","cef76ed0-da7b-4a72-b574-c2c1c788eae2","u_fc_poi_school.87044",,,"POINT (5.2120367 7.6526467)"
"ON","OSGOF","Achiever University Idasen","ODSOWO07","Tertiary","University","Public","Formal","School","cf3eefd4-4d0d-4d1b-a6cf-db54a821ebb4","u_fc_poi_school.87168",,,"POINT (5.58457 7.16787)"
"GO","GRID","Ecwa Amdo Academics School","GMSBLR02","Tertiary","Standard","Public","Formal","School","cf57f121-331c-41e9-9a5e-3b9731f0b19d","u_fc_poi_school.87226",,,"POINT (11.1835433 9.85911)"
"GO","GRID","Amtas Community School Deba","GMSYDB01","Tertiary","Standard","Public","Formal","School","cfa9d1d6-8c4a-4f00-8d2e-719d0b21c9a3","u_fc_poi_school.87372",,,"POINT (11.3826867 10.2141117)"
"LA","GRID","Tensrings Music Institute Festac Town","LASAON07","Tertiary","Standard","Private","Formal","School","cfe79c6f-78a4-4f13-9ff1-509c46831cfc","u_fc_poi_school.87467","25","1","POINT (3.2928 6.47307)"
"EK","GRID","Treasures International School","EKSADO13","Tertiary","Standard","Private","Formal","School","cfe84ce9-d5b4-4f59-a761-f06fc52855fe","u_fc_poi_school.87468",,,"POINT (5.2204117 7.58155)"
"EK","GRID","Holy Trinity Anglican Group Of School","EKSGBN03","Tertiary","Standard","Private","Formal","School","d04398bc-c74c-4b06-b016-d93c71a27f9a","u_fc_poi_school.87610",,,"POINT (5.4838333 7.6025883)"
"EB","GRID","Destiny College Of Health Technology Agubia Ikwo","EBSCHR06","Tertiary","Adult Education","Private","Formal","School","d086ee58-aaf7-45f2-9992-c14f4af93438","u_fc_poi_school.87725","47","300","POINT (8.10825 6.0745083)"
"KW","NMIS","Adult Education","KWSAFN02","Tertiary","Adult Education","Public","Formal","School","d09d9ab7-c9d3-4527-a201-e589de4c642a","u_fc_poi_school.87763",,,"POINT (4.530306 8.325027)"
"ON","Proxy Logistics","Federal University of Technology Akure","ODSAKS11","Tertiary","University","Federal Government","Formal","School","d0f70d1d-7ac5-46a5-8df2-fd98105da512","u_fc_poi_school.87922",,,"POINT (5.1847766 7.2590682)"
"EK","GRID","Toma International","EKSADO02","Tertiary","Standard","Private","Formal","School","d11d0156-f742-4a88-8eff-93c4c00795c5","u_fc_poi_school.87986","13","45","POINT (5.204415 7.6512133)"
"EK","GRID","God Heritages Academy","EKSIPN02","Tertiary","Standard","Private","Formal","School","d12925f3-1484-448a-93b1-fa90b9b9aa9b","u_fc_poi_school.88003","20","170","POINT (5.2864133 7.7200233)"
"NI","NMIS","Government Vocational Training Center Jenna North","NISMKW04","Tertiary","Adult Education","Public","Formal","School","d152004f-ad22-4712-85ef-15b9339ed932","u_fc_poi_school.88065",,,"POINT (4.8171295 9.1485397)"
"KT","NMIS","Kuru Islammia","42909","Tertiary","Adult Education","Public","Religious","School","d168823f-f6c3-48b0-9cf5-96b2a4a8e1d3","u_fc_poi_school.88099",,,"POINT (7.6726681 12.1040958)"
"DE","NMIS","Institue Of Continuos Education Ozoro","DTSDSZ12","Tertiary","Standard","Private","Formal","School","d1b5d5b6-e34b-4291-9e64-07654ab4c52e","u_fc_poi_school.88223",,,"POINT (6.22637 5.538758)"
"NI","OSGOF","Essence International School Barikin Sale","NISMNA05","Tertiary","Adult Education","Private","Informal","School","d1c1ef1e-603d-4451-9c1c-de42d16e88e5","u_fc_poi_school.88240",,,"POINT (6.54523 9.59324)"
"NI","OSGOF","Ibb University Kobo Camp M K S S","NISLAP08","Tertiary","University","Public","Formal","School","d1ef6192-56f5-4fe0-bc1e-fa1f1a525244","u_fc_poi_school.88314",,,"POINT (6.57643 9.04614)"
"KO","NMIS","Home Economics Centre Ayetoro Gbede","KGSJMU03","Tertiary","Adult Education","Public","Formal","School","d23549bb-3e99-46c6-80b6-246b4560684a","u_fc_poi_school.88422",,,"POINT (5.990362 7.989535)"
"LA","GRID","Nigerian Institute For Oceanography And Marine Research","LASEOA19","Tertiary","Standard","Public","Formal","School","d2922cb7-3dc6-4085-b7d0-4b69efd4af45","u_fc_poi_school.88572",,,"POINT (3.41101 6.42237)"
"LA","GRID","Ivie Technical And Technical College","LASBDY03","Tertiary","Standard","Private","Formal","School","d2eaed83-d18d-44e6-ae5a-e074b60527e9","u_fc_poi_school.88702",,,"POINT (2.93513 6.44514)"
"EK","GRID","Gods Glory Group Of School","EKSIKR09","Tertiary","Standard","Private","Formal","School","d2fea452-157c-4dec-b63c-3f7dadfc654f","u_fc_poi_school.88738",,,"POINT (5.23343 7.473385)"
"GO","GRID","New Generation Science Academy Pindiga","GMSAKK09","Tertiary","Standard","Public","Formal","School","d35f0eb9-e86f-4b15-8d32-0069500de213","u_fc_poi_school.88903",,,"POINT (10.9545033 9.98533)"
"EN","GRID","Spiritual Intranational School Of Theology Ndiagu Atakwu","ENSAGN14","Tertiary","Adult Education","Private","Formal","School","d36bf8f1-a249-4916-a6af-e935a8bf068a","u_fc_poi_school.88917",,,"POINT (7.4752667 6.362675)"
"KD","OSGOF","Federal College Of Education","KD2303","Tertiary","Tertiary","Public","Formal","School","d390af72-bd6a-4f4f-8872-3108f73a1b2c","u_fc_poi_school.88976",,,"POINT (7.7312394 11.0825105)"
"ED","Proxy Logistics","State School of Nursing","EDSDGE07","Tertiary","Adult Education","State Government","Formal","School","d3c399c2-41a5-4a0e-8d1c-1d73991f388d","u_fc_poi_school.89071",,,"POINT (5.6331437 6.1195529)"
"BY","OSGOF","Federal Polytechnic Ekeone Liaison Office Opolo Epie","BYSYEN09","Tertiary","Adult Education","Public","Formal","School","d41bdc32-aa7b-45e7-9194-4785e4804a9d","u_fc_poi_school.89236",,,"POINT (6.33279 4.9479)"
"AB","GRID","Abia State Polytechnic Aba","ABSEZA04","Tertiary","Standard","Public","Formal","School","d45c1b1b-3865-4467-b08a-c6d80f72bc82","u_fc_poi_school.89352",,,"POINT (7.3623469 5.1269605)"
"NI","OSGOF","Federal University Of Technology Anguwan Tukura Bosso","NISMNA02","Tertiary","University","Public","Formal","School","d4c4a8d2-3668-4fd7-b509-5f6341e46e7e","u_fc_poi_school.89518",,,"POINT (6.5281849 9.6558591)"
"EK","GRID","Ajayi Polytechnic Fagbohun Estate Ikere Ekiti","EKSADO13","Tertiary","Adult Education","Private","Formal","School","d4de37e0-d877-47b9-ba79-11c041ebc196","u_fc_poi_school.89567",,,"POINT (5.21659 7.5491717)"
"NI","OSGOF","Crystal Jewels Academy Nikangbe","NISMNA05","Tertiary","Adult Education","Private","Informal","School","d4f424be-3d00-44ab-a5eb-e0d542e2dc85","u_fc_poi_school.89600",,,"POINT (6.51282 9.59047)"
"AB","GRID","Seat Of Wisdom Seminary","ABSKWU04","Tertiary","Standard","Faith Based","Formal","School","d52e912b-567b-4c42-b19f-52ea8659a70b","u_fc_poi_school.89697",,,"POINT (7.6266167 5.330875)"
"EK","GRID","Temitope International School","EKSADO10","Tertiary","Standard","Private","Formal","School","d56b6cfd-6504-49c3-a2be-6605f2cda56f","u_fc_poi_school.89802","10","50","POINT (5.191375 7.6261533)"
"BY","GRID","Bayelsa State College Of Arts And Science Elebele","BYSGBB03","Tertiary","Adult Education","Public","Formal","School","d5ae35fd-10e4-42a6-84bf-4800891515ad","u_fc_poi_school.89907",,,"POINT (6.3427441 4.8901273)"
"KD","OSGOF","Oracle University","KD1905","Tertiary","University","Unknown","Formal","School","d5cb5ee3-327a-4018-b83a-3bccecc96556","u_fc_poi_school.89969",,,"POINT (7.7133479 11.1235175)"
"BR","OSGOF","University Of Maiduguri","11309","Tertiary","University","Unknown","Formal","School","d5ed5d2e-f621-4af9-80f7-2b75544ab9df","u_fc_poi_school.90023",,,"POINT (13.1917242 11.8044538)"
"NI","NMIS","Mohamadu Bawa Rijau Vocational Training Center Rijau","NISRJA05","Tertiary","Adult Education","Public","Formal","School","d620a837-c757-4753-8a74-dda6d626dbae","u_fc_poi_school.90103",,,"POINT (5.2721464 11.069211)"
"EN","GRID","School Of Health Technology Inyi","ENSJRV13","Tertiary","Adult Education","Private","Formal","School","d621d499-c30d-4984-96b0-f1bfb242db1d","u_fc_poi_school.90107",,,"POINT (7.2938083 6.1225367)"
"BE","OSGOF","University Of Mkar Gboko","BNSGBK10","Tertiary","University","Public","Formal","School","d6817c3f-3e7c-42d2-b4a4-e695f6ed9b93","u_fc_poi_school.90275",,,"POINT (9.03996 7.32391)"
"BR","OSGOF","College Of Education Science and Technology","10312","Tertiary","Tertiary","Unknown","Formal","School","d7251fe1-4e8c-4466-94ba-56b6d1038d57","u_fc_poi_school.90523",,,"POINT (13.7146882 11.4905372)"
"EN","NMIS","Technical College Mgbidi","ENSAWG08","Tertiary","Adult Education","Public","Formal","School","d73c6a30-e536-4e12-b4f7-86b41febe9b4","u_fc_poi_school.90556",,,"POINT (7.460145 6.06456)"
"OG","eHA Polio","Polaris Maritime Academy","OGSIKE03","Tertiary","Adult Education","Private","Formal","School","d7a39a9a-6031-4f71-9de9-7158e4b51388","u_fc_poi_school.90713",,,"POINT (3.67261 6.9230433)"
"EN","GRID","National Open University Awgu Study Centre","ENSAWG03","Tertiary","University","Public","Formal","School","d7a61a64-da9b-4a97-bb5c-f2f0fdacc7a6","u_fc_poi_school.90718","10","300","POINT (7.4730883 6.0579017)"
"DE","OSGOF","University Of Asaba Asaba","DTSAKU10","Tertiary","University","Public","Formal","School","d8363e8e-fd8c-4b81-adcd-a8f5c77052ca","u_fc_poi_school.90983",,,"POINT (6.68997 6.20085)"
"IM","GRID","Vision College Of Medical Science And Health Technology","IMSABB15","Tertiary","Adult Education","Private","Formal","School","d8ca814c-fe58-4db4-8bf6-1e3fcfbcd9e9","u_fc_poi_school.91208",,,"POINT (7.27778 5.4435833)"
"EB","GRID","Sycamore International College Of Health and Technology Isu Onicha","EBSNCA14","Tertiary","Adult Education","Private","Formal","School","d8fe2210-db0b-4f9e-8774-2d1b5e1a5316","u_fc_poi_school.91321",,,"POINT (7.81397 6.1585883)"
"KT","NMIS","Nurul Islam","43110","Tertiary","Adult Education","Public","Integrated","School","d90905ff-9502-4f24-9edf-e58adb04eedd","u_fc_poi_school.91338",,,"POINT (7.0647093 11.373045)"
"EN","OSGOF","Nursing School Uwelle","ENSGBO06","Tertiary","Adult Education","Public","Formal","School","d97a9011-d81f-4900-9978-165312392b92","u_fc_poi_school.91521",,,"POINT (7.39014 6.6679)"
"NA","OSGOF","National Open University Lafia","NASLFA03","Tertiary","University","Public","Formal","School","d97d5040-c109-47dc-8142-c1f69220528d","u_fc_poi_school.91528",,,"POINT (8.52869 8.53355)"
"ED","OSGOF","Auchipoly Auchi","EDSAUC12","Tertiary","Adult Education","Public","Formal","School","d98ffcb6-2144-4744-9531-f4f020d1f24a","u_fc_poi_school.91557",,,"POINT (6.2740199 7.0632225)"
"GO","GRID","Winners Chapel International Gombe","GMSGME02","Tertiary","Standard","Public","Formal","School","d9d750b1-c5a8-4bcb-a963-ae11e0083b18","u_fc_poi_school.91653",,,"POINT (11.1900917 10.27865)"
"OG","eHA Polio","Edexcel College Of Health Sciences And Technology","OGSODA10","Tertiary","Adult Education","Private","Formal","School","da080bd0-92be-46fe-bd9a-874562b540e6","u_fc_poi_school.91734","15","123","POINT (3.4615874 7.1954655)"
"OS","NMIS","Ilesha East Vocational Centre","OSSIAE09","Tertiary","Adult Education","Public","Formal","School","da2c2d7c-db7f-4c59-b260-454d8f36550d","u_fc_poi_school.91779",,,"POINT (4.750416 7.611142)"
"KT","NMIS","Hayatul Islam","43101","Tertiary","Adult Education","Public","Integrated","School","da30b376-4811-4ba1-93d2-f3ac15a68c31","u_fc_poi_school.91786",,,"POINT (7.0346446 11.4099504)"
"BE","OSGOF","University Of Agric Makurdi","BNSMKD01","Tertiary","University","Public","Formal","School","da3f66cc-aa1d-4ca2-a8d2-64a76b8369bd","u_fc_poi_school.91819",,,"POINT (8.61261 7.77941)"
"SO","NMIS","Islamiyya Gunki","61504","Tertiary","Adult Education","Public","Religious","School","da56f7da-785f-416b-9388-f5aabd246bb5","u_fc_poi_school.91859",,,"POINT (4.7919287 13.0450843)"
"GO","GRID","Terebinth Of Moreh Academy","GMSAKK02","Tertiary","Standard","Public","Formal","School","da95084c-6ae0-447c-94f6-ea46c6355ce6","u_fc_poi_school.91965",,,"POINT (11.155485 10.2630067)"
"AB","GRID","School Of Nursing Aba","ABSABA02","Tertiary","Standard","Public","Formal","School","daadb5e8-f423-4aba-93e2-d6e526b74586","u_fc_poi_school.92006","13",,"POINT (7.3638439 5.1110188)"
"AD","eHA Polio","Vocational Centre School","ADSFUR03","Tertiary","Adult Education","Public","Formal","School","dacd4c38-76cd-4f3d-bf7f-7426808b3e4f","u_fc_poi_school.92066",,,"POINT (12.6535262 9.2202729)"
"CR","GRID","Crutech Primary School","CRSCKK03","Tertiary","Standard","Public","Formal","School","db1b377f-9870-41ab-ae92-865bf7b22525","u_fc_poi_school.92215",,,"POINT (8.7639723 6.7036671)"
"AK","OSGOF","Hidden Treasure Christian Acedemy Idung Akpesan","AKSAUQ05","Tertiary","Adult Education","Public","Formal","School","db58acc4-2096-4c17-a171-edcf9b36ee80","u_fc_poi_school.92304",,,"POINT (8.1040743 4.6584741)"
"EK","GRID","Brainet Academy","EKSADO12","Tertiary","Standard","Private","Formal","School","dc116a59-9bfe-4d67-a918-b54d27e8beb5","u_fc_poi_school.92608",,,"POINT (5.22191 7.6662933)"
"GO","GRID","GAS Dangar","GMSYDB06","Tertiary","Standard","Public","Formal","School","dc1a3ebc-2cda-4344-b44e-38fc500a9421","u_fc_poi_school.92620",,,"POINT (11.3439256 10.271544)"
"LA","GRID","Lagos State Polytechnic","LASIKU20","Tertiary","Standard","Public","Formal","School","dc226610-9489-4633-a666-92dd55d31c58","u_fc_poi_school.92635",,,"POINT (3.52138 6.6452)"
"TA","GRID","Winners International College Tella","TRSGAS11","Tertiary","Standard","Private","Formal","School","dc30f811-2915-4f52-a8c5-b7cff7404a92","u_fc_poi_school.92660",,,"POINT (10.5116133 8.395825)"
"KT","NMIS","Madonatul Ahbab","41707","Tertiary","Adult Education","Public","Religious","School","dc3541ff-2e28-4097-8351-5697a7d40057","u_fc_poi_school.92665",,,"POINT (7.8519523 11.6916311)"
"EK","GRID","Jokotayo Group Of Schools","EKSADO12","Tertiary","Standard","Private","Formal","School","dc35c404-00dc-4b91-9e5e-2da613582bd8","u_fc_poi_school.92666","20","56","POINT (5.2303367 7.6551)"
"FC","NMIS","FCT Women Literacy and Skill Acquisition Centre","FCTBWR07","Tertiary","Adult Education","Public","Formal","School","dc3f6dcc-a681-40df-a5ab-6885f219324e","u_fc_poi_school.92675",,,"POINT (7.3554 9.295458)"
"EK","GRID","Gods Will Group Of Schools Avenue","EKSADO06","Tertiary","Standard","Private","Formal","School","dc5dfd4e-4453-40d2-9ff7-090843dfd20a","u_fc_poi_school.92719",,,"POINT (5.1966167 7.5929667)"
"EK","GRID","Fimokate International Crche And School Gra Ado Ekiti","EKSADO10","Tertiary","Standard","Private","Formal","School","dcda3a46-0501-4808-91ba-f2b8abf42ac5","u_fc_poi_school.92925","18","120","POINT (5.2089617 7.6204517)"
"GO","GRID","Amana Academy Gombe","GMSGME11","Tertiary","Standard","Public","Formal","School","dce9d172-c8b5-402d-9b6e-bf5fe76f0ad5","u_fc_poi_school.92951",,,"POINT (11.17132 10.3080333)"
"CR","GRID","School Of Midwifery Sacred Heart Hospital Obudu","CRSUDU07","Tertiary","Standard","Public","Formal","School","dd176b6d-3957-4c84-a955-a88acc23e726","u_fc_poi_school.93034","10",,"POINT (9.17439 6.6748883)"
"FC","NMIS","Adult Education Centre Igu","FCTBWR04","Tertiary","Adult Education","Public","Formal","School","dd325a21-005e-4e94-a35b-ba62bb911392","u_fc_poi_school.93067",,,"POINT (7.470274 9.278913)"
"EN","GRID","De World University Mgbowo","ENSAWG02","Tertiary","University","Private","Formal","School","dd38ffe7-e07c-43de-8e93-4a2af78faf96","u_fc_poi_school.93086",,,"POINT (7.5002717 6.1284867)"
"KT","NMIS","Madarasatul Taalimuaulad School Barkishi","43105","Tertiary","Adult Education","Public","Religious","School","dd80956a-4769-418c-a24f-5c92585ed5ea","u_fc_poi_school.93202",,,"POINT (7.0942734 11.5164857)"
"EK","GRID","Straight Shoulder Academy","EKSIDO11","Tertiary","Standard","Private","Formal","School","dded2e71-1a72-4c0e-85a6-29e5ef87d75b","u_fc_poi_school.93379",,,"POINT (5.1715233 7.8816317)"
"OG","eHA Polio","Gateway Polytechnic","OGSRMN05","Tertiary","Adult Education","Public","Formal","School","de12d853-d0e3-4476-acf8-b456097d20d0","u_fc_poi_school.93446",,,"POINT (3.6709933 6.987255)"
"BA","OSGOF","Federal Polythenic Bauchi","BA0207","Tertiary","Adult Education","Public","Formal","School","de5f0a78-69f1-4180-9ab9-d07bdd309578","u_fc_poi_school.93571",,,"POINT (9.7691 10.25564)"
"EK","GRID","Lix B International Schools","EKSADO13","Tertiary","Standard","Private","Formal","School","de7884d1-59ab-4cad-8bf2-87098c3f380c","u_fc_poi_school.93609",,,"POINT (5.2443617 7.601105)"
"NI","NMIS","Government Technical College","NISMAK04","Tertiary","Adult Education","Public","Formal","School","dee9df4d-eae0-427d-a431-de8d9836a7c6","u_fc_poi_school.93794",,,"POINT (6.5874785 9.5544147)"
"EK","GRID","Havilah Group Of Schools","EKSIPN07","Tertiary","Standard","Private","Formal","School","df14687a-af8f-4cae-aca6-c598e7a7ac59","u_fc_poi_school.93873","15","78","POINT (5.124435 7.66059)"
"GO","GRID","Mbela Community School","GMSYDB07","Tertiary","Standard","Public","Formal","School","df9b0d43-0f97-47a2-a1b9-832ead3507fd","u_fc_poi_school.94083",,,"POINT (11.3068217 10.2476017)"
"EK","GRID","Beautiful Beginning Integrated Ideal School","EKSADO12","Tertiary","Adult Education","Private","Formal","School","dff1163c-c385-4625-9472-bf7323eae95f","u_fc_poi_school.94231",,,"POINT (5.2401917 7.67177)"
"EK","GRID","Staff Development Centre","EKSADO10","Tertiary","Standard","Public","Formal","School","e02a15e5-9ba8-474f-9620-6b4457e37be1","u_fc_poi_school.94314","15","84","POINT (5.1997417 7.6356817)"
"DE","NMIS","Azobemors International Educational Centre","DTSBMA04","Tertiary","Aggregate","Private","Formal","School","e05017db-f56a-4e38-b9ab-45fe332d0e79","u_fc_poi_school.94372",,,"POINT (5.930126 5.17078)"
"EK","GRID","Gods Success Mission Academy","EKSIEN07","Tertiary","Standard","Private","Formal","School","e1a0f697-3178-4b8d-9c74-3dcc5e101e24","u_fc_poi_school.94894",,,"POINT (5.4200317 7.4840167)"
"KD","OSGOF","Kaduna Polytechnic c e s","KD1002","Tertiary","Tertiary","Unknown","Formal","School","e1b35246-0bb8-45d9-ae55-21eec4f53c1d","u_fc_poi_school.94923",,,"POINT (7.4236127 10.4911323)"
"EK","GRID","Obafemi Awolowo University Sturdy Centre","EKSEKW10","Tertiary","University","Public","Formal","School","e2194d1a-6423-445c-ac6b-66740acea921","u_fc_poi_school.95096",,,"POINT (5.1013767 7.5886917)"
"EK","GRID","Tj Bonnke International Group Of School","EKSEWT03","Tertiary","Standard","Private","Formal","School","e219adfe-480d-47d9-a087-52f9c3dc4c96","u_fc_poi_school.95098",,,"POINT (5.0040117 7.606755)"
"ZA","NMIS","Hisbulrahim School","81007","Tertiary","Adult Education","Private","Religious","School","e21f296f-60e9-4043-a955-89e0d8a38559","u_fc_poi_school.95110",,,"POINT (6.4276993 11.2240201)"
"CR","GRID","Steady Flow College Of Education","CRSKMM11","Tertiary","Standard","Private","Formal","School","e27e8577-8f39-4daa-bc50-b4df92e525b4","u_fc_poi_school.95269",,,"POINT (8.7490817 6.0397533)"
"GO","GRID","Grassroot Child Foundation","GMSAKK02","Tertiary","Standard","Private","Formal","School","e2871b7c-f626-489d-bdc5-2bc5a2bb024b","u_fc_poi_school.95283",,,"POINT (11.195105 10.27538)"
"KT","NMIS","Rehalibilitation Center Musawa","42909","Tertiary","Adult Education","Faith Based","Formal","School","e305afc4-9f39-4a84-8ee6-da8c179fc44f","u_fc_poi_school.95475",,,"POINT (7.672078 12.122131)"
"LA","GRID","Lagos State College Of Health Technology Yaba","LASLMD10","Tertiary","Standard","Public","Formal","School","e3322986-fca2-4fe7-8fbe-67e92dbf7267","u_fc_poi_school.95540",,,"POINT (3.37256 6.50927)"
"BA","OSGOF","State University Gadau","BA1009","Tertiary","University","Public","Formal","School","e3400090-4163-49eb-8bdb-f3ddd7a9cc68","u_fc_poi_school.95571",,,"POINT (10.165574 11.828384)"
"NI","OSGOF","Excel Academy Karo Majigi","NISWSE07","Tertiary","Adult Education","Private","Informal","School","e38c431e-7fae-4b5c-b158-191c107a9240","u_fc_poi_school.95693",,,"POINT (7.23367 9.29695)"
"NI","NMIS","Madarasatu Ulul Azmi","NISWSH02","Tertiary","Adult Education","Private","Integrated","School","e38f33c6-1c10-4330-8664-47614fbe8453","u_fc_poi_school.95698",,,"POINT (6.0758311 9.7259367)"
"LA","GRID","Starland Vocational School","LASIKA07","Tertiary","Standard","Private","Formal","School","e3ae56b0-c30c-45a4-94c1-c0bcd4743417","u_fc_poi_school.95749",,,"POINT (3.34318 6.62472)"
"EB","GRID","Ebonyi State University Permanent Site","EBSHKW29","Tertiary","University","Public","Formal","School","e3b0a232-6a44-4eb2-93b2-6c5269e273e0","u_fc_poi_school.95751",,,"POINT (8.01669 6.3971183)"
"GO","GRID","Unique Academy","GMSBLG06","Tertiary","Standard","Public","Formal","School","e40987fe-a3dd-4c34-8921-279bf92be41a","u_fc_poi_school.95911",,,"POINT (11.7196183 9.7069783)"
"IM","GRID","Imo State University","IMSRRT15","Tertiary","University","Public","Formal","School","e42a33c5-8a8e-454a-a185-d6f2b535b39b","u_fc_poi_school.95967",,,"POINT (7.045475 5.5088867)"
"AB","NMIS","Central Community Academy Ututu","ABSACH09","Tertiary","Adult Education","Private","Formal","School","e44257be-0fbc-4026-8cea-1cf9931d6409","u_fc_poi_school.96011",,,"POINT (7.913044 5.432042)"
"KD","OSGOF","Kaduna State College Of Education","KD0711","Tertiary","Tertiary","Unknown","Formal","School","e4d64ede-8fae-4ecf-b039-a0dc412d4fa7","u_fc_poi_school.96277",,,"POINT (8.3211608 9.5976569)"
"LA","GRID","Lasu Foundation Badagry","LASBDY09","Tertiary","Standard","Public","Formal","School","e4e0ad69-fc60-4aa0-a6d2-9051cb0e0871","u_fc_poi_school.96295","30","610","POINT (2.90494 6.41144)"
"GO","OSGOF","Technical College Amada","GMSAKK01","Tertiary","Adult Education","Public","Formal","School","e516273a-16a8-4ab6-9618-db461b254707","u_fc_poi_school.96374",,,"POINT (10.96009 10.2917)"
"BA","OSGOF","Ecwa Bible School","BA0207","Tertiary","Adult Education","Public","Formal","School","e52626bf-74ef-4719-953a-762a0c933e53","u_fc_poi_school.96411",,,"POINT (9.73034 10.21655)"
"BA","Bauchi JSI MCSP","Bauchi State University Of Gadau","BA1009","Tertiary","University","Public","Formal","School","e558d33e-1301-485d-ad83-8bdc30d0568b","u_fc_poi_school.96477",,,"POINT (10.162245 11.828519)"
"EN","GRID","Federal Cooperative College Oji River","ENSJRV20","Tertiary","Adult Education","Public","Formal","School","e64f0a6f-95bc-446f-ad80-6fb49ae18fe1","u_fc_poi_school.96931",,,"POINT (7.2589967 6.2443717)"
"IM","GRID","Rox Polytechnic Obike","IMSNGN04","Tertiary","Adult Education","Private","Formal","School","e66aa9f0-d96d-46c7-b33d-ee0917fe2a4b","u_fc_poi_school.96979","25","1250","POINT (7.1057633 5.290125)"
"EK","GRID","Proposed First Harvard Polytechnic Ben Folarin College","EKSADO06","Tertiary","Adult Education","Private","Formal","School","e66b12d4-e5f1-4db6-b7c4-215efc01b66d","u_fc_poi_school.96980",,,"POINT (5.1962333 7.5980767)"
"CR","GRID","Elder Oyama Memorial College Of Education Of At Obubra","CRSBRA08","Tertiary","Standard","Private","Formal","School","e683fba3-1339-46cb-82d7-69c6fa2c46ba","u_fc_poi_school.97023",,,"POINT (8.2525917 5.95263)"
"NI","OSGOF","Federal Polytechnictechnic Bida Emiladan","NISBDA04","Tertiary","Adult Education","Public","Formal","School","e68ea6b7-7336-4750-ba98-8d2d27bd66de","u_fc_poi_school.97042",,,"POINT (6.00343 9.04998)"
"RI","GRID","Ken Saro Wiwa Polytechnic Bori","RVSBRR09","Tertiary","Adult Education","Public","Formal","School","e80af21e-c0fd-4a21-8764-31df940a0cf2","u_fc_poi_school.97657","700","7000","POINT (7.3704067 4.6682833)"
"DE","NMIS","Best Brain University Academy","DTSGRA11","Tertiary","University","Public","Formal","School","e8194d5f-29d2-4bb9-8834-fa4f72d632eb","u_fc_poi_school.97684",,,"POINT (5.689672 5.951058)"
